Hotel Union Square,hotel-union-square-san-francisco,http://www.yelp.com/biz/hotel-union-square-san-francisco,143
HotelTonight,hoteltonight-san-francisco,http://www.yelp.com/biz/hoteltonight-san-francisco,2
The Powell Hotel,the-powell-hotel-san-francisco,http://www.yelp.com/biz/the-powell-hotel-san-francisco,178
Da Vinci Villa,da-vinci-villa-san-francisco,http://www.yelp.com/biz/da-vinci-villa-san-francisco,79
Embassy Hotel,embassy-hotel-san-francisco,http://www.yelp.com/biz/embassy-hotel-san-francisco,41
The Wharf Inn,the-wharf-inn-san-francisco,http://www.yelp.com/biz/the-wharf-inn-san-francisco,37
Adante Hotel,adante-hotel-san-francisco,http://www.yelp.com/biz/adante-hotel-san-francisco,75
Cartwright Hotel Union Square,cartwright-hotel-union-square-san-francisco,http://www.yelp.com/biz/cartwright-hotel-union-square-san-francisco,51
Union Square Plaza Hotel,union-square-plaza-hotel-san-francisco,http://www.yelp.com/biz/union-square-plaza-hotel-san-francisco,43
Inn at the Opera,inn-at-the-opera-san-francisco,http://www.yelp.com/biz/inn-at-the-opera-san-francisco,57
Nob Hill Motor Inn,nob-hill-motor-inn-san-francisco,http://www.yelp.com/biz/nob-hill-motor-inn-san-francisco,42
Comfort Inn By the Bay,comfort-inn-by-the-bay-san-francisco,http://www.yelp.com/biz/comfort-inn-by-the-bay-san-francisco,47
Hotel des Arts,hotel-des-arts-san-francisco,http://www.yelp.com/biz/hotel-des-arts-san-francisco,111
Cova Hotel,cova-hotel-san-francisco,http://www.yelp.com/biz/cova-hotel-san-francisco,70
Basque Hotel,basque-hotel-san-francisco,http://www.yelp.com/biz/basque-hotel-san-francisco,9
Homewood Suites by Hilton San Francisco Airport-North,homewood-suites-by-hilton-san-francisco-airport-north-brisbane,http://www.yelp.com/biz/homewood-suites-by-hilton-san-francisco-airport-north-brisbane,45
Noe's Nest Bed & Breakfast,noes-nest-bed-and-breakfast-san-francisco,http://www.yelp.com/biz/noes-nest-bed-and-breakfast-san-francisco,23
Americas Best Value Inn and Suites,americas-best-value-inn-and-suites-san-francisco,http://www.yelp.com/biz/americas-best-value-inn-and-suites-san-francisco,37
Marina Motel,marina-motel-san-francisco-2,http://www.yelp.com/biz/marina-motel-san-francisco-2,58
Hotel Mark Twain,hotel-mark-twain-san-francisco,http://www.yelp.com/biz/hotel-mark-twain-san-francisco,101
The Lodge At Tiburon,the-lodge-at-tiburon-tiburon,http://www.yelp.com/biz/the-lodge-at-tiburon-tiburon,152
Huntington Hotel,huntington-hotel-san-francisco,http://www.yelp.com/biz/huntington-hotel-san-francisco,138
Club Quarters,club-quarters-san-francisco-2,http://www.yelp.com/biz/club-quarters-san-francisco-2,150
Encore Express Hotel,encore-express-hotel-san-francisco,http://www.yelp.com/biz/encore-express-hotel-san-francisco,24
Executive Hotel Vintage Court,executive-hotel-vintage-court-san-francisco,http://www.yelp.com/biz/executive-hotel-vintage-court-san-francisco,77
Washington Square Inn,washington-square-inn-san-francisco,http://www.yelp.com/biz/washington-square-inn-san-francisco,26
Red Victorian Bed Breakfast & Arts Cafe,red-victorian-bed-breakfast-and-arts-cafe-san-francisco,http://www.yelp.com/biz/red-victorian-bed-breakfast-and-arts-cafe-san-francisco,77
The Red Coach Motor Lodge,the-red-coach-motor-lodge-san-francisco,http://www.yelp.com/biz/the-red-coach-motor-lodge-san-francisco,19
Larkspur Hotel Union Square,larkspur-hotel-union-square-san-francisco,http://www.yelp.com/biz/larkspur-hotel-union-square-san-francisco,82
King George Hotel,king-george-hotel-san-francisco,http://www.yelp.com/biz/king-george-hotel-san-francisco,145
Buena Vista Motor Inn,buena-vista-motor-inn-san-francisco,http://www.yelp.com/biz/buena-vista-motor-inn-san-francisco,23
Hotel Stratford,hotel-stratford-san-francisco,http://www.yelp.com/biz/hotel-stratford-san-francisco,83
Hotel Aida,hotel-aida-san-francisco,http://www.yelp.com/biz/hotel-aida-san-francisco,39
Inn At Oyster Point,inn-at-oyster-point-south-san-francisco,http://www.yelp.com/biz/inn-at-oyster-point-south-san-francisco,44
Seal Rock Inn,seal-rock-inn-san-francisco,http://www.yelp.com/biz/seal-rock-inn-san-francisco,59
Motel 6,motel-6-san-francisco-2,http://www.yelp.com/biz/motel-6-san-francisco-2,24
WorldMark San Francisco,worldmark-san-francisco-san-francisco,http://www.yelp.com/biz/worldmark-san-francisco-san-francisco,46
Bridgepoint Inn Daly City,bridgepoint-inn-daly-city-daly-city,http://www.yelp.com/biz/bridgepoint-inn-daly-city-daly-city,12
Pontiac Hotel,pontiac-hotel-san-francisco,http://www.yelp.com/biz/pontiac-hotel-san-francisco,10
Casa Madrona Hotel,casa-madrona-hotel-sausalito,http://www.yelp.com/biz/casa-madrona-hotel-sausalito,89
Travelodge San Francisco- Fishermans Wharf,travelodge-san-francisco-fishermans-wharf-san-francisco,http://www.yelp.com/biz/travelodge-san-francisco-fishermans-wharf-san-francisco,5
San Francisco Inn - Civic center,san-francisco-inn-civic-center-san-francisco,http://www.yelp.com/biz/san-francisco-inn-civic-center-san-francisco,12
